x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,STN_ID
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.4.29,4/29/2010 0:00,ON,2010,4,29,7.6,,-2.7,,17.8,,0,,,M,,M,,,,M,37,,0,,10.4,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.4.30,4/30/2010 0:00,ON,2010,4,30,17.5,,9.9,,25.1,,0,,,M,,M,,,,M,44,,0,,0.5,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.1,5/1/2010 0:00,ON,2010,5,1,16.6,,10.2,,22.9,,0.8,,,M,,M,,,,M,44,,0,,1.4,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.2,5/2/2010 0:00,ON,2010,5,2,19.7,,15.9,,23.5,,0,,,M,,M,,,,M,54,,1.7,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.3,5/3/2010 0:00,ON,2010,5,3,17.4,,12.6,,22.1,,7.8,,,M,,M,,,,M,52,,0,,0.6,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.4,5/4/2010 0:00,ON,2010,5,4,15.3,,10.3,,20.2,,0,,,M,,M,,,,M,52,,0,,2.7,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.5,5/5/2010 0:00,ON,2010,5,5,16.8,,9,,24.5,,12.9,,,M,,M,,,,M,65,,0,,1.2,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.6,5/6/2010 0:00,ON,2010,5,6,8.1,,3.5,,12.7,,0,,,M,,M,,,,M,54,,0,,9.9,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.7,5/7/2010 0:00,ON,2010,5,7,6.8,,2.1,,11.4,,24.6,,,M,,M,,,,M,61,,0,,11.2,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.8,5/8/2010 0:00,ON,2010,5,8,5.1,,0.8,,9.4,,3.8,,,M,,M,,,,M,93,,0,,12.9,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.9,5/9/2010 0:00,ON,2010,5,9,3.5,,-1,,8,,0,,,M,,M,,,,M,56,,0,,14.5,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.10,5/10/2010 0:00,ON,2010,5,10,5.9,,-1.2,,13,,0,,,M,,M,,,,M,35,,0,,12.1,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.11,5/11/2010 0:00,ON,2010,5,11,4.1,,-0.8,,9,,3.3,,,M,,M,,,,M,61,,0,,13.9,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.12,5/12/2010 0:00,ON,2010,5,12,6.7,,0.8,,12.6,,0,,,M,,M,,,,M,56,,0,,11.3,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.13,5/13/2010 0:00,ON,2010,5,13,5.1,,0.6,,9.5,,6.8,,,M,,M,,,,M,50,,0,,12.9,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.14,5/14/2010 0:00,ON,2010,5,14,13.1,,6.8,,19.3,,0,,,M,,M,,,,M,56,,0,,4.9,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.15,5/15/2010 0:00,ON,2010,5,15,9.1,,4,,14.1,,0,,,M,,M,,,,M,41,,0,,8.9,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.16,5/16/2010 0:00,ON,2010,5,16,11.4,,3,,19.8,,0,,,M,,M,,,,M,33,,0,,6.6,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.17,5/17/2010 0:00,ON,2010,5,17,12.5,,5.4,,19.5,,0,,,M,,M,,,,M,44,,0,,5.5,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.18,5/18/2010 0:00,ON,2010,5,18,12.6,,6.3,,18.9,,0,,,M,,M,,,,M,52,,0,,5.4,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.19,5/19/2010 0:00,ON,2010,5,19,13.9,,3.8,,24,,0,,,M,,M,,,,M,37,,0,,4.1,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.20,5/20/2010 0:00,ON,2010,5,20,18.9,,9.9,,27.8,,0,,,M,,M,,,,M,39,,0.9,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.21,5/21/2010 0:00,ON,2010,5,21,15.8,,7.5,,24,,0,,,M,,M,,,0,,0,,0,,2.2,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.22,5/22/2010 0:00,ON,2010,5,22,15.5,,13.7,,17.2,,2.1,,,M,,M,,,,M,41,,0,,2.5,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.23,5/23/2010 0:00,ON,2010,5,23,18,,11.4,,24.5,,0,,,M,,M,,,0,,0,,0,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.24,5/24/2010 0:00,ON,2010,5,24,18.7,,9.5,,27.8,,0,,,M,,M,,,,M,43,,0.7,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.25,5/25/2010 0:00,ON,2010,5,25,20.1,,11.6,,28.5,,0,,,M,,M,,,0,,0,,2.1,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.26,5/26/2010 0:00,ON,2010,5,26,22.2,,14.5,,29.8,,0,,,M,,M,,,0,,0,,4.2,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.27,5/27/2010 0:00,ON,2010,5,27,21.3,,12.9,,29.6,,0,,,M,,M,,,,M,32,,3.3,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.28,5/28/2010 0:00,ON,2010,5,28,19.6,,11.8,,27.4,,0,,,M,,M,,,0,,0,,1.6,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.29,5/29/2010 0:00,ON,2010,5,29,18.9,,11.6,,26.2,,0,,,M,,M,,,,M,37,,0.9,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.30,5/30/2010 0:00,ON,2010,5,30,19.5,,9.4,,29.5,,0,,,M,,M,,,,M,37,,1.5,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.5.31,5/31/2010 0:00,ON,2010,5,31,22.1,,12.4,,31.8,,5,,,M,,M,,,,M,46,,4.1,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.1,6/1/2010 0:00,ON,2010,6,1,,M,15.4,E,,M,0.8,,,M,,M,,,0,,0,,,M,,M,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.2,6/2/2010 0:00,ON,2010,6,2,17.7,,10.5,,24.8,,10.6,,,M,,M,,,,M,52,,0,,0.3,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.3,6/3/2010 0:00,ON,2010,6,3,16.6,,12.7,,20.4,,19.6,,,M,,M,,,0,,0,,0,,1.4,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.4,6/4/2010 0:00,ON,2010,6,4,16.5,,9.5,,23.4,,4,,,M,,M,,,0,,0,,0,,1.5,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.5,6/5/2010 0:00,ON,2010,6,5,18.5,,13.7,,23.2,,4.3,,,M,,M,,,,M,39,,0.5,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.6,6/6/2010 0:00,ON,2010,6,6,13.4,,9.8,,17,,15.6,,,M,,M,,,,M,54,,0,,4.6,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.7,6/7/2010 0:00,ON,2010,6,7,12.4,,6.7,,18,,0,,,M,,M,,,,M,46,,0,,5.6,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.8,6/8/2010 0:00,ON,2010,6,8,11.7,,4,,19.4,,0,,,M,,M,,,,M,32,,0,,6.3,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.9,6/9/2010 0:00,ON,2010,6,9,13.9,,11,,16.7,,19.3,,,M,,M,,,,M,44,,0,,4.1,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.10,6/10/2010 0:00,ON,2010,6,10,15.7,E,12.1,E,19.2,E,6.6,E,,M,,M,,,,M,,M,0,E,2.3,E,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.11,6/11/2010 0:00,ON,2010,6,11,17.5,,10.2,,24.8,,0,,,M,,M,,,0,,0,,0,,0.5,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.12,6/12/2010 0:00,ON,2010,6,12,19.3,,15.3,,23.2,,3.6,,,M,,M,,,0,,0,,1.3,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.13,6/13/2010 0:00,ON,2010,6,13,17.2,E,15.3,E,19.1,,0.3,E,,M,,M,,,,M,,M,0,E,0.8,E,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.14,6/14/2010 0:00,ON,2010,6,14,20.7,,16.5,,24.9,,0,,,M,,M,,,,M,32,,2.7,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.15,6/15/2010 0:00,ON,2010,6,15,18.6,,13.8,,23.3,,0,,,M,,M,,,,M,37,,0.6,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.16,6/16/2010 0:00,ON,2010,6,16,18.4,,12.4,,24.4,,11.6,,,M,,M,,,,M,69,,0.4,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.17,6/17/2010 0:00,ON,2010,6,17,17.9,,12,,23.7,,0,,,M,,M,,,,M,46,,0,,0.1,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.18,6/18/2010 0:00,ON,2010,6,18,18.6,,10.7,,26.4,,0,,,M,,M,,,,M,37,,0.6,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.19,6/19/2010 0:00,ON,2010,6,19,23.2,,18,,28.3,,0.5,,,M,,M,,,,M,39,,5.2,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.20,6/20/2010 0:00,ON,2010,6,20,20.3,E,15.5,E,25,,0,,,M,,M,,,,M,37,,2.3,E,0,E,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.21,6/21/2010 0:00,ON,2010,6,21,19.8,,13.1,,26.4,,0,,,M,,M,,,0,,0,,1.8,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.22,6/22/2010 0:00,ON,2010,6,22,20.7,,16.2,,25.1,,14.1,,,M,,M,,,,M,48,,2.7,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.23,6/23/2010 0:00,ON,2010,6,23,,M,14.9,E,,M,0,,,M,,M,,,0,,0,,,M,,M,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.24,6/24/2010 0:00,ON,2010,6,24,19.3,,14.6,,24,,0.5,,,M,,M,,,,M,48,,1.3,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.25,6/25/2010 0:00,ON,2010,6,25,17.8,,11.8,,23.7,,0,,,M,,M,,,,M,35,,0,,0.2,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.26,6/26/2010 0:00,ON,2010,6,26,20.3,,15.7,,24.8,,5,,,M,,M,,,,M,35,,2.3,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.27,6/27/2010 0:00,ON,2010,6,27,20.5,,14.9,,26.1,,14.3,,,M,,M,,,,M,32,,2.5,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.28,6/28/2010 0:00,ON,2010,6,28,20.6,,13.8,,27.4,,0,,,M,,M,,,,M,52,,2.6,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.29,6/29/2010 0:00,ON,2010,6,29,12.9,,8.3,,17.4,,0,,,M,,M,,,,M,50,,0,,5.1,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.6.30,6/30/2010 0:00,ON,2010,6,30,13.1,,7.4,,18.7,,0,,,M,,M,,,,M,46,,0,,4.9,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.1,7/1/2010 0:00,ON,2010,7,1,14.4,,7.6,,21.2,,0,,,M,,M,,,,M,43,,0,,3.6,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.2,7/2/2010 0:00,ON,2010,7,2,14.9,,5.8,,23.9,,0,,,M,,M,,,0,,0,,0,,3.1,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.3,7/3/2010 0:00,ON,2010,7,3,19.8,,11,,28.5,,0,,,M,,M,,,,M,43,,1.8,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.4,7/4/2010 0:00,ON,2010,7,4,22.3,,14.1,,30.5,,0,,,M,,M,,,,M,39,,4.3,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.5,7/5/2010 0:00,ON,2010,7,5,26.3,,19.4,,33.2,,0,,,M,,M,,,,M,41,,8.3,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.6,7/6/2010 0:00,ON,2010,7,6,26.1,,19.9,,32.3,,0,,,M,,M,,,,M,39,,8.1,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.7,7/7/2010 0:00,ON,2010,7,7,25.5,,18.2,,32.7,,0,,,M,,M,,,0,,0,,7.5,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.8,7/8/2010 0:00,ON,2010,7,8,25.9,,18.3,,33.5,,0,,,M,,M,,,,M,32,,7.9,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.9,7/9/2010 0:00,ON,2010,7,9,20.5,,15.3,,25.6,,23.4,,,M,,M,,,,M,33,,2.5,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.10,7/10/2010 0:00,ON,2010,7,10,19.6,,12.4,,26.7,,0,,,M,,M,,,,M,39,,1.6,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.11,7/11/2010 0:00,ON,2010,7,11,20.4,E,12.4,E,28.3,,2.3,E,,M,,M,,,,M,59,,2.4,E,0,E,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.12,7/12/2010 0:00,ON,2010,7,12,20.5,,16.4,,24.6,,3.1,,,M,,M,,,,M,32,,2.5,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.13,7/13/2010 0:00,ON,2010,7,13,21,,16.2,,25.7,,0,,,M,,M,,,,M,35,,3,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.14,7/14/2010 0:00,ON,2010,7,14,22.5,,15.9,,29.1,,0,,,M,,M,,,0,,0,,4.5,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.15,7/15/2010 0:00,ON,2010,7,15,23,,16.4,,29.6,,10.9,,,M,,M,,,,M,46,,5,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.16,7/16/2010 0:00,ON,2010,7,16,24.3,,20.3,,28.3,,2.5,,,M,,M,,,,M,44,,6.3,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.17,7/17/2010 0:00,ON,2010,7,17,22,,15.3,,28.6,,0,,,M,,M,,,,M,43,,4,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.18,7/18/2010 0:00,ON,2010,7,18,19.9,,13,,26.8,,2.5,,,M,,M,,,,M,44,,1.9,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.19,7/19/2010 0:00,ON,2010,7,19,21.3,,16.6,,26,,0.3,,,M,,M,,,,M,35,,3.3,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.20,7/20/2010 0:00,ON,2010,7,20,21.3,,15.5,,27,,0,,,M,,M,,,0,,0,,3.3,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.21,7/21/2010 0:00,ON,2010,7,21,21.3,,14.7,,27.8,,0,,,M,,M,,,,M,50,,3.3,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.22,7/22/2010 0:00,ON,2010,7,22,21.2,,15.3,,27.1,,3.3,,,M,,M,,,,M,33,,3.2,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.23,7/23/2010 0:00,ON,2010,7,23,,M,,M,28.7,E,61.5,,,M,,M,,,0,,0,,,M,,M,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.24,7/24/2010 0:00,ON,2010,7,24,22.8,,18.9,,26.7,,16.7,,,M,,M,,,,M,56,,4.8,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.25,7/25/2010 0:00,ON,2010,7,25,19.8,,13.6,,25.9,,0,,,M,,M,,,,M,35,,1.8,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.26,7/26/2010 0:00,ON,2010,7,26,19.7,,12.1,,27.3,,0,,,M,,M,,,0,,0,,1.7,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.27,7/27/2010 0:00,ON,2010,7,27,20.1,,11.6,,28.6,,0,,,M,,M,,,,M,33,,2.1,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.28,7/28/2010 0:00,ON,2010,7,28,22.8,,16.1,,29.5,,2.8,,,M,,M,,,,M,50,,4.8,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.29,7/29/2010 0:00,ON,2010,7,29,18.6,,12.9,,24.2,,0,,,M,,M,,,0,,0,,0.6,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.30,7/30/2010 0:00,ON,2010,7,30,18.1,,10.9,,25.2,,0,,,M,,M,,,0,,0,,0.1,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.7.31,7/31/2010 0:00,ON,2010,7,31,,,,,,,,,,,,,,,,,,,,,,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.8.1,8/1/2010 0:00,ON,2010,8,1,20.9,E,15.2,E,26.5,E,0,E,,M,,M,,,,M,,M,2.9,E,0,E,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.8.2,8/2/2010 0:00,ON,2010,8,2,20.7,,14,,27.3,,0,,,M,,M,,,0,,0,,2.7,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.8.3,8/3/2010 0:00,ON,2010,8,3,,M,18.8,E,,M,0,,,M,,M,,,0,,0,,,M,,M,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.8.4,8/4/2010 0:00,ON,2010,8,4,24.1,,18.1,,30.1,,0,,,M,,M,,,,M,37,,6.1,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.8.5,8/5/2010 0:00,ON,2010,8,5,22.3,,15.7,,28.9,,0,,,M,,M,,,,M,56,,4.3,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.8.6,8/6/2010 0:00,ON,2010,8,6,16.2,,8.1,,24.3,,0,,,M,,M,,,,M,43,,0,,1.8,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.8.7,8/7/2010 0:00,ON,2010,8,7,15.4,,6.4,,24.3,,0,,,M,,M,,,,M,35,,0,,2.6,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.8.8,8/8/2010 0:00,ON,2010,8,8,21,,16.4,,25.5,,4.1,,,M,,M,,,,M,44,,3,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.8.9,8/9/2010 0:00,ON,2010,8,9,22.1,,18.5,,25.7,,9.6,,,M,,M,,,0,,0,,4.1,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.8.10,8/10/2010 0:00,ON,2010,8,10,23,,17,,28.9,,0.3,,,M,,M,,,0,,0,,5,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.8.11,8/11/2010 0:00,ON,2010,8,11,22.2,,15.4,,29,,0,,,M,,M,,,0,,0,,4.2,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.8.12,8/12/2010 0:00,ON,2010,8,12,22.5,,17.2,,27.8,,0,,,M,,M,,,,M,35,,4.5,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.8.13,8/13/2010 0:00,ON,2010,8,13,22.5,,17.2,,27.7,,0,,,M,,M,,,0,,0,,4.5,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.8.14,8/14/2010 0:00,ON,2010,8,14,22.6,,15.3,,29.9,,0,,,M,,M,,,,M,35,,4.6,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2010.8.15,8/15/2010 0:00,ON,2010,8,15,25.7,,21.1,,30.3,,0.3,,,M,,M,,,,M,43,,7.7,,0,,,,48569
